holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,date_time,hour_flag,traffic_volume
,280.02,0,0,75,Clouds,10/5/2012 9:00,1,5403
,280.11,0,0,75,Clouds,10/5/2012 10:00,1,4770
,280,0,0,90,Clouds,10/5/2012 11:00,1,5217
,280.53,0,0,90,Clouds,10/5/2012 12:00,1,5870
,281.43,0,0,75,Clouds,10/5/2012 13:00,1,5967
,281.78,0,0,90,Clouds,10/5/2012 14:00,1,6108
,281.91,0,0,90,Clouds,10/5/2012 15:00,1,6128
,281.73,0,0,90,Clouds,10/5/2012 16:00,1,6069
,281.42,0,0,90,Clouds,10/5/2012 17:00,1,6169
,280.87,0,0,90,Clouds,10/5/2012 18:00,1,5384
,280.15,0,0,90,Clouds,10/5/2012 19:00,1,4063
,279.78,0,0,90,Clouds,10/5/2012 20:00,1,3364
,279.65,0,0,75,Clouds,10/5/2012 21:00,1,2971
,279.22,0,0,40,Clouds,10/5/2012 22:00,1,2450
,279.06,0,0,40,Clouds,10/5/2012 23:00,1,1832
,278.81,0,0,90,Clouds,10/6/2012 0:00,1,1231
,278.55,0,0,90,Clouds,10/6/2012 1:00,1,718
,278.59,0,0,90,Clouds,10/6/2012 2:00,1,545
,276.99,0,0,75,Clouds,10/6/2012 4:00,1,411
,276.35,0,0,20,Clouds,10/6/2012 5:00,1,688
,275.4,0,0,1,Clear,10/6/2012 6:00,1,1352
,275.17,0,0,1,Clear,10/6/2012 7:00,1,2072
,274.99,0,0,1,Clear,10/6/2012 8:00,1,3342
,275.09,0,0,40,Clouds,10/6/2012 9:00,1,4258
,276.88,0,0,20,Clouds,10/6/2012 10:00,1,4861
,278.04,0,0,20,Clouds,10/6/2012 11:00,1,5191
,279.08,0,0,40,Clouds,10/6/2012 12:00,1,5669
,280.12,0,0,75,Clouds,10/6/2012 13:00,1,5074
,280.25,0,0,75,Clouds,10/6/2012 14:00,1,5025
,280,0,0,75,Clouds,10/6/2012 15:00,1,5153
,279.06,0,0,90,Clouds,10/6/2012 16:00,1,5024
,278.91,0,0,90,Clouds,10/6/2012 17:00,1,4779
,278.39,0,0,90,Clouds,10/6/2012 18:00,1,4362
,278.16,0,0,90,Clouds,10/6/2012 19:00,1,3860
,278.16,0,0,90,Clouds,10/6/2012 20:00,1,3160
,277.93,0,0,90,Clouds,10/6/2012 21:00,1,2992
,276.9,0,0,90,Clouds,10/6/2012 22:00,1,3202
,276.34,0,0,75,Clouds,10/6/2012 23:00,1,1941
,276.11,0,0,75,Clouds,10/7/2012 0:00,1,1233
,275.73,0,0,90,Clouds,10/7/2012 3:00,1,323
,275.65,0,0,90,Clouds,10/7/2012 4:00,1,312
,275.51,0,0,75,Clouds,10/7/2012 5:00,1,627
,275.05,0,0,90,Clouds,10/7/2012 6:00,1,1508
,274.77,0,0,90,Clouds,10/7/2012 7:00,1,1539
,274.77,0,0,75,Clouds,10/7/2012 8:00,1,2232
,275.55,0,0,75,Clouds,10/7/2012 9:00,1,4568
,276.24,0,0,75,Clouds,10/7/2012 10:00,1,4624
,277.01,0,0,90,Clouds,10/7/2012 11:00,1,4529
,277.43,0,0,90,Clouds,10/7/2012 12:00,1,5139
,278.45,0,0,90,Clouds,10/7/2012 13:00,1,6640
,279.27,0,0,90,Clouds,10/7/2012 14:00,1,6589
,279.27,0,0,90,Clouds,10/7/2012 15:00,1,4429
,279.44,0,0,90,Clouds,10/7/2012 16:00,1,4329
,279.32,0,0,90,Clouds,10/7/2012 17:00,1,3833
,279.27,0,0,90,Clouds,10/7/2012 18:00,1,4015
,278.11,0,0,90,Clouds,10/7/2012 19:00,1,3382
,276.79,0,0,75,Clouds,10/7/2012 20:00,1,2815
,275.73,0,0,90,Clouds,10/7/2012 21:00,1,2110
,274.88,0,0,75,Clouds,10/7/2012 22:00,1,1555
,273.92,0,0,20,Clouds,10/7/2012 23:00,1,959
Columbus Day,273.08,0,0,20,Clouds,10/8/2012 0:00,1,455
Columbus Day,272.62,0,0,20,Clouds,10/8/2012 1:00,1,336
Columbus Day,271.78,0,0,1,Clear,10/8/2012 2:00,1,265
Columbus Day,271.05,0,0,1,Clear,10/8/2012 3:00,1,314
Columbus Day,270.63,0,0,1,Clear,10/8/2012 4:00,1,779
Columbus Day,270.33,0,0,1,Clear,10/8/2012 5:00,1,2571
Columbus Day,269.61,0,0,20,Clouds,10/8/2012 6:00,1,5563
Columbus Day,270.01,0,0,20,Clouds,10/8/2012 7:00,1,6676
Columbus Day,271.23,0,0,20,Clouds,10/8/2012 8:00,1,5966
Columbus Day,273.71,0,0,20,Clouds,10/8/2012 9:00,1,4832
Columbus Day,276.77,0,0,20,Clouds,10/8/2012 10:00,1,4395
Columbus Day,279.47,0,0,20,Clouds,10/8/2012 11:00,1,4411
Columbus Day,279.84,0,0,1,Clear,10/8/2012 12:00,1,4648
Columbus Day,282.34,0,0,40,Clouds,10/8/2012 13:00,1,4602
Columbus Day,282.94,0,0,40,Clouds,10/8/2012 14:00,1,5125
Columbus Day,283.48,0,0,1,Clear,10/8/2012 15:00,1,5502
Columbus Day,284.33,0,0,1,Clear,10/8/2012 16:00,1,5979
Columbus Day,284.48,0,0,40,Clouds,10/8/2012 17:00,1,5663
Columbus Day,284.23,0,0,40,Clouds,10/8/2012 18:00,1,4259
Columbus Day,281.99,0,0,20,Clouds,10/8/2012 19:00,1,3069
Columbus Day,279.81,0,0,1,Clear,10/8/2012 20:00,1,2378
Columbus Day,279.35,0,0,1,Clear,10/8/2012 21:00,1,2030
Columbus Day,278.9,0,0,1,Clear,10/8/2012 22:00,1,1400
Columbus Day,278.46,0,0,1,Clear,10/8/2012 23:00,1,917
,277.78,0,0,1,Clear,10/9/2012 0:00,1,515
,277.27,0,0,1,Clear,10/9/2012 1:00,1,302
,277.47,0,0,1,Clear,10/9/2012 2:00,1,251
,276.97,0,0,20,Clouds,10/9/2012 4:00,1,798
,276.52,0,0,40,Clouds,10/9/2012 5:00,1,2678
,276.6,0,0,40,Clouds,10/9/2012 6:00,1,5733
,277.31,0,0,75,Clouds,10/9/2012 7:00,1,6449
,278.38,0,0,90,Clouds,10/9/2012 8:00,1,5765
,279.35,0,0,90,Clouds,10/9/2012 9:00,1,5599
,281.37,0,0,90,Clouds,10/9/2012 10:00,1,4534
,283.11,0,0,90,Clouds,10/9/2012 11:00,1,4691
,284.08,0,0,75,Clouds,10/9/2012 12:00,1,5067
,285.14,0,0,75,Clouds,10/9/2012 13:00,1,5030
,286.35,0,0,90,Clouds,10/9/2012 14:00,1,5300
,287.23,0,0,100,Rain,10/9/2012 15:00,1,5777
,288.53,0,0,90,Clouds,10/9/2012 16:00,1,6349
,290.37,0,0,90,Clouds,10/9/2012 17:00,1,6127
,290.13,0,0,90,Clouds,10/9/2012 18:00,1,4460
,288.86,0,0,75,Clouds,10/9/2012 19:00,1,3418
,287.36,0,0,90,Clouds,10/9/2012 20:00,1,2775
,285.11,0,0,90,Clouds,10/9/2012 21:00,1,2306
,283.46,0,0,90,Clouds,10/9/2012 22:00,1,1846
,282.45,0,0,90,Clouds,10/9/2012 23:00,1,947
,281.88,0,0,90,Clouds,10/10/2012 0:00,1,494
,281.78,0,0,90,Clouds,10/10/2012 1:00,1,332
,281.09,0,0,75,Clouds,10/10/2012 2:00,1,261
,281.17,0,0,90,Clouds,10/10/2012 3:00,1,361
,281.25,0,0,92,Clear,10/10/2012 6:00,1,5875
,281.25,0,0,99,Rain,10/10/2012 7:00,1,6793
,281.25,0,0,99,Drizzle,10/10/2012 7:00,0,6793
,280.1,0,0,99,Rain,10/10/2012 8:00,1,6283
,280.1,0,0,99,Drizzle,10/10/2012 8:00,0,6283
,279.61,0,0,99,Rain,10/10/2012 9:00,1,5680
,279.61,0,0,99,Drizzle,10/10/2012 9:00,0,5680
,279.67,0,0,99,Clear,10/10/2012 10:00,1,4632
,280.19,0,0,1,Clear,10/10/2012 11:00,1,4887
,282.09,0,0,75,Clouds,10/10/2012 12:00,1,5030
,282.26,0,0,75,Clouds,10/10/2012 13:00,1,5067
,282.05,0,0,90,Clouds,10/10/2012 14:00,1,5227
,281.59,0,0,90,Clouds,10/10/2012 15:00,1,5610
,281.23,0,0,81,Clear,10/10/2012 16:00,1,6286
,282.6,0,0,81,Clear,10/10/2012 18:00,1,4775
,282.6,0,0,81,Clear,10/10/2012 19:00,1,3340
,282.6,0,0,81,Clear,10/10/2012 20:00,1,3013
,282.6,0,0,81,Clear,10/10/2012 21:00,1,2603
,282.6,0,0,81,Clear,10/10/2012 22:00,1,1910
,282.6,0,0,81,Clear,10/10/2012 23:00,1,1037
,273.9,0,0,1,Clear,10/11/2012 1:00,1,347
,274.4,0,0,75,Clouds,10/11/2012 3:00,1,350
,274.05,0,0,75,Clouds,10/11/2012 4:00,1,850
,273.71,0,0,40,Clouds,10/11/2012 5:00,1,2791
,272.66,0,0,1,Clear,10/11/2012 6:00,1,5809
,272.65,0,0,1,Clear,10/11/2012 7:00,1,6798
,272.52,0,0,1,Clear,10/11/2012 8:00,1,6304
,275.19,0,0,20,Clouds,10/11/2012 9:00,1,5291
,275.34,0,0,1,Clear,10/11/2012 10:00,1,4638
,284.1,0,0,50,Clear,10/11/2012 14:00,1,5557
,284.1,0,0,50,Clear,10/11/2012 15:00,1,5818
,283.78,0,0,75,Clouds,10/11/2012 16:00,1,6272
,283.52,0,0,75,Clouds,10/11/2012 17:00,1,5944
,283.32,0,0,90,Clouds,10/11/2012 18:00,1,4949
,282.06,0,0,90,Clouds,10/11/2012 19:00,1,3511
,281.95,0,0,90,Clouds,10/11/2012 20:00,1,3039
,281.81,0,0,90,Clouds,10/11/2012 21:00,1,2679
,282.16,0,0,90,Clouds,10/11/2012 22:00,1,2094
,282.53,0,0,90,Clouds,10/11/2012 23:00,1,1284
,283.91,0,0,90,Clouds,10/12/2012 0:00,1,630
,284.64,0,0,90,Clouds,10/12/2012 1:00,1,410
,284.61,0,0,90,Clouds,10/12/2012 2:00,1,331
,283.18,0,0,72,Drizzle,10/12/2012 3:00,1,372
,282.26,0,0,72,Rain,10/12/2012 4:00,1,739
,280.77,0,0,72,Drizzle,10/12/2012 5:00,1,2561
,278.53,0,0,75,Clouds,10/12/2012 6:00,1,5586
,277.64,0,0,75,Clouds,10/12/2012 7:00,1,6992
,277.9,0,0,90,Clouds,10/12/2012 8:00,1,5860
,278.18,0,0,90,Clouds,10/12/2012 9:00,1,5230
,279.29,0,0,75,Clouds,10/12/2012 10:00,1,4864
,280.45,0,0,75,Clouds,10/12/2012 11:00,1,5146
,280.95,0,0,40,Clouds,10/12/2012 12:00,1,5526
,281.74,0,0,40,Clouds,10/12/2012 13:00,1,5383
,281.84,0,0,75,Clouds,10/12/2012 14:00,1,5758
,282.45,0,0,75,Clouds,10/12/2012 15:00,1,5889
,282.2,0,0,75,Clouds,10/12/2012 16:00,1,6057
,281.54,0,0,40,Clouds,10/12/2012 17:00,1,6028
,280.21,0,0,20,Clouds,10/12/2012 18:00,1,5257
,282.2,0,0,56,Clear,10/12/2012 23:00,1,1897
,272.58,0,0,1,Clear,10/13/2012 0:00,1,1335
,272.06,0,0,1,Clear,10/13/2012 1:00,1,769
,270.99,0,0,1,Clear,10/13/2012 2:00,1,570
,270.29,0,0,20,Clouds,10/13/2012 3:00,1,413
,269.48,0,0,1,Clear,10/13/2012 4:00,1,399
,269.27,0,0,1,Clear,10/13/2012 5:00,1,740
,268.91,0,0,1,Clear,10/13/2012 6:00,1,1420
,268.98,0,0,75,Clouds,10/13/2012 7:00,1,2220
,269.23,0,0,40,Clouds,10/13/2012 8:00,1,3479
,272.61,0,0,40,Clouds,10/13/2012 9:00,1,4546
,276.78,0,0,20,Clouds,10/13/2012 10:00,1,4579
,279.22,0,0,1,Clear,10/13/2012 11:00,1,4438
,280.35,0,0,1,Clear,10/13/2012 12:00,1,4623
,281.81,0,0,1,Clear,10/13/2012 13:00,1,4440
,283.05,0,0,1,Clear,10/13/2012 14:00,1,4495
,283.96,0,0,1,Clear,10/13/2012 15:00,1,4483
,284.53,0,0,1,Clear,10/13/2012 16:00,1,4591
,284.44,0,0,1,Clear,10/13/2012 17:00,1,4477
,283.64,0,0,1,Clear,10/13/2012 18:00,1,4221
,281.85,0,0,20,Clouds,10/13/2012 19:00,1,3672
,281.38,0,0,1,Clear,10/13/2012 20:00,1,3015
,281.84,0,0,75,Clouds,10/13/2012 21:00,1,2769
,282.23,0,0,90,Clouds,10/13/2012 22:00,1,2875
,282.18,0,0,90,Clouds,10/13/2012 23:00,1,1931
,282.49,0,0,90,Clouds,10/14/2012 0:00,1,1309
,282.54,0,0,90,Clouds,10/14/2012 1:00,1,870
,282.58,0,0,90,Clouds,10/14/2012 2:00,1,654
,282.23,0,0,90,Clouds,10/14/2012 3:00,1,364
,282.08,0,0,90,Clouds,10/14/2012 4:00,1,262
,282.23,0,0,90,Clouds,10/14/2012 5:00,1,505
,282.24,0,0,90,Clouds,10/14/2012 6:00,1,861
,282.24,0,0,90,Clouds,10/14/2012 7:00,1,1132
,282.24,0,0,57,Mist,10/14/2012 8:00,1,1797
,282.43,0,0,57,Drizzle,10/14/2012 9:00,1,2685
,282.43,0,0,57,Mist,10/14/2012 9:00,0,2685
,282.43,0,0,57,Haze,10/14/2012 9:00,0,2685
,282.33,0,0,57,Drizzle,10/14/2012 10:00,1,3370
,282.33,0,0,57,Mist,10/14/2012 10:00,0,3370
,282.82,0,0,57,Drizzle,10/14/2012 11:00,1,3662
,282.82,0,0,57,Mist,10/14/2012 11:00,0,3662
,283.33,0,0,57,Mist,10/14/2012 12:00,1,4076
,283.33,0,0,57,Rain,10/14/2012 12:00,0,4076
,283.33,0,0,57,Drizzle,10/14/2012 12:00,0,4076
,283.75,0,0,93,Rain,10/14/2012 13:00,1,4128
,283.75,0,0,93,Mist,10/14/2012 13:00,0,4128
,283.75,0,0,93,Drizzle,10/14/2012 13:00,0,4128
,284.09,0,0,93,Mist,10/14/2012 14:00,1,4358
,284.09,0,0,93,Rain,10/14/2012 14:00,0,4358
,284.09,0,0,93,Drizzle,10/14/2012 14:00,0,4358
,284.55,0,0,93,Mist,10/14/2012 15:00,1,4342
,284.55,0,0,93,Rain,10/14/2012 15:00,0,4342
,284.68,0,0,93,Mist,10/14/2012 16:00,1,4234
,284.64,0,0,93,Rain,10/14/2012 17:00,1,4271
,284.64,0,0,93,Mist,10/14/2012 17:00,0,4271
,284.4,0,0,93,Mist,10/14/2012 18:00,1,4080
,284.17,0,0,93,Mist,10/14/2012 19:00,1,3453
,284.03,0,0,93,Mist,10/14/2012 20:00,1,2718
,283.58,0,0,93,Mist,10/14/2012 21:00,1,2439
,283.04,0,0,93,Mist,10/14/2012 22:00,1,1819
,281.95,0,0,93,Mist,10/14/2012 23:00,1,1002
,281.95,0,0,93,Fog,10/14/2012 23:00,0,1002
,281.61,0,0,93,Mist,10/15/2012 0:00,1,542
,281.61,0,0,93,Fog,10/15/2012 0:00,0,542
,281.57,0,0,85,Fog,10/15/2012 1:00,1,303
,281.42,0,0,85,Fog,10/15/2012 2:00,1,239
,281.29,0,0,85,Mist,10/15/2012 3:00,1,335
,281.29,0,0,85,Fog,10/15/2012 3:00,0,335
,281.02,0,0,85,Mist,10/15/2012 4:00,1,810
,281.02,0,0,85,Fog,10/15/2012 4:00,0,810
,280.82,0,0,85,Mist,10/15/2012 5:00,1,2606
,280.82,0,0,85,Fog,10/15/2012 5:00,0,2606
,280.39,0,0,85,Mist,10/15/2012 6:00,1,5714
,280.19,0,0,100,Mist,10/15/2012 7:00,1,6798
,279.82,0,0,100,Mist,10/15/2012 8:00,1,6114
,279.75,0,0,100,Mist,10/15/2012 9:00,1,5094
,280.07,0,0,100,Mist,10/15/2012 10:00,1,4473
,280.32,0,0,90,Clouds,10/15/2012 11:00,1,4529
,281.72,0,0,100,Clear,10/15/2012 12:00,1,4823
,284.01,0,0,40,Clouds,10/15/2012 13:00,1,4872
,285.88,0,0,1,Clear,10/15/2012 14:00,1,5238
,286.87,0,0,1,Clear,10/15/2012 15:00,1,5584
,287.6,0,0,20,Clouds,10/15/2012 16:00,1,6246
,287.27,0,0,20,Clouds,10/15/2012 17:00,1,5957
,286.18,0,0,20,Clouds,10/15/2012 18:00,1,4535
,285.2,0,0,75,Clouds,10/15/2012 19:00,1,3234
,284.68,0,0,75,Clouds,10/15/2012 20:00,1,2677
,284.49,0,0,90,Clouds,10/15/2012 21:00,1,2077
,283.54,0,0,20,Clouds,10/15/2012 22:00,1,1380
,282.33,0,0,75,Clouds,10/15/2012 23:00,1,927
,281.21,0,0,20,Clouds,10/16/2012 0:00,1,500
,279.87,0,0,1,Clear,10/16/2012 1:00,1,324
,278.93,0,0,1,Clear,10/16/2012 2:00,1,257
,277.91,0,0,1,Clear,10/16/2012 3:00,1,354
,277.21,0,0,1,Clear,10/16/2012 4:00,1,769
,276.61,0,0,1,Clear,10/16/2012 5:00,1,2769
,276.11,0,0,1,Clear,10/16/2012 6:00,1,5789
,274.81,0,0,20,Clouds,10/16/2012 7:00,1,7055
,274.99,0,0,20,Clouds,10/16/2012 8:00,1,6408
,277.91,0,0,20,Clouds,10/16/2012 9:00,1,5254
,280.71,0,0,20,Clouds,10/16/2012 10:00,1,4547
,283.85,0,0,20,Clouds,10/16/2012 11:00,1,4784
,286.01,0,0,40,Clouds,10/16/2012 12:00,1,5015
,286.31,0,0,1,Clear,10/16/2012 13:00,1,5057
,288.15,0,0,75,Clouds,10/16/2012 14:00,1,5430
,289.15,0,0,75,Clouds,10/16/2012 15:00,1,5813
,288.99,0,0,75,Clouds,10/16/2012 16:00,1,6496
,288.86,0,0,75,Clouds,10/16/2012 17:00,1,6429
,288.16,0,0,90,Clouds,10/16/2012 18:00,1,5142
,287.28,0,0,68,Rain,10/16/2012 19:00,1,3311
,287.04,0,0,90,Clouds,10/16/2012 20:00,1,2777
,286.9,0,0,90,Clouds,10/16/2012 21:00,1,2331
,287.09,0,0,90,Clouds,10/16/2012 22:00,1,1767
,287.09,0,0,90,Clouds,10/16/2012 23:00,1,1093
,286.89,0,0,75,Clouds,10/17/2012 0:00,1,554
,286.93,0,0,75,Clouds,10/17/2012 1:00,1,333
,286.93,0,0,90,Clouds,10/17/2012 2:00,1,267
,287.07,0,0,90,Clouds,10/17/2012 3:00,1,358
,286.56,0,0,75,Clouds,10/17/2012 4:00,1,777
,285.91,0,0,90,Clouds,10/17/2012 5:00,1,2732
,285.29,0,0,90,Clouds,10/17/2012 6:00,1,5637
,284.92,0,0,75,Clouds,10/17/2012 7:00,1,5564
,285.35,0,0,75,Clouds,10/17/2012 8:00,1,6274
,285.72,0,0,100,Rain,10/17/2012 9:00,1,5403
,285.72,0,0,100,Rain,10/17/2012 9:00,0,5403
,287.09,0,0,75,Clouds,10/17/2012 10:00,1,4680
,288.31,0,0,75,Clouds,10/17/2012 11:00,1,4642
,288.61,0,0,1,Clear,10/17/2012 12:00,1,4979
,290.32,0,0,1,Clear,10/17/2012 13:00,1,4851
,291.36,0,0,1,Clear,10/17/2012 14:00,1,4291
,292.01,0,0,1,Clear,10/17/2012 15:00,1,4714
,292.61,0,0,1,Clear,10/17/2012 16:00,1,6723
,292.65,0,0,1,Clear,10/17/2012 17:00,1,6180
,290.52,0,0,40,Clouds,10/17/2012 18:00,1,4843
,288.35,0,0,40,Clouds,10/17/2012 19:00,1,3435
,286.72,0,0,40,Clouds,10/17/2012 20:00,1,2921
,285.49,0,0,40,Clouds,10/17/2012 21:00,1,2763
,284.22,0,0,20,Clouds,10/17/2012 22:00,1,1930
,283.8,0,0,20,Clouds,10/17/2012 23:00,1,1160
,283.72,0,0,20,Clouds,10/18/2012 0:00,1,654
,282.8,0,0,40,Clouds,10/18/2012 1:00,1,374
,282.32,0,0,99,Mist,10/18/2012 2:00,1,301
,282.38,0,0,99,Mist,10/18/2012 3:00,1,397
,282.76,0,0,90,Clouds,10/18/2012 4:00,1,794
,282.88,0,0,99,Mist,10/18/2012 5:00,1,2564
,284.18,0,0,75,Clouds,10/18/2012 6:00,1,5358
,284.69,0,0,90,Clouds,10/18/2012 7:00,1,6441
,285,0,0,90,Clouds,10/18/2012 8:00,1,5536
,286.9,0,0,99,Rain,10/18/2012 9:00,1,5256
,288.35,0,0,90,Clouds,10/18/2012 10:00,1,4619
,289.59,0,0,90,Clouds,10/18/2012 11:00,1,5107
,288.27,0,0,99,Rain,10/18/2012 12:00,1,5147
,286.41,0,0,90,Clouds,10/18/2012 13:00,1,5283
,285.96,0,0,90,Clouds,10/18/2012 14:00,1,5704
,287.04,0,0,90,Clouds,10/18/2012 15:00,1,5887
,287.18,0,0,90,Clouds,10/18/2012 16:00,1,6307
,286.94,0,0,90,Clouds,10/18/2012 17:00,1,5953
,286.01,0,0,90,Clouds,10/18/2012 18:00,1,4519
,284.67,0,0,100,Drizzle,10/18/2012 19:00,1,3427
,283.44,0,0,100,Rain,10/18/2012 20:00,1,2921
,282.51,0,0,100,Drizzle,10/18/2012 21:00,1,2649
,281.9,0,0,90,Clouds,10/18/2012 22:00,1,2005
,281.85,0,0,90,Clouds,10/18/2012 23:00,1,1177
,281.28,0,0,90,Clouds,10/19/2012 0:00,1,699
,280.97,0,0,87,Mist,10/19/2012 1:00,1,436
,280.44,0,0,87,Drizzle,10/19/2012 2:00,1,353
,280.44,0,0,87,Mist,10/19/2012 2:00,0,353
,280.02,0,0,87,Mist,10/19/2012 3:00,1,399
,279.79,0,0,87,Drizzle,10/19/2012 4:00,1,720
,279.79,0,0,87,Mist,10/19/2012 4:00,0,720
,279.79,0,0,87,Rain,10/19/2012 4:00,0,720
,279.79,0,0,87,Drizzle,10/19/2012 4:00,0,720
,279.74,0,0,87,Mist,10/19/2012 5:00,1,2370
,279.74,0,0,87,Rain,10/19/2012 5:00,0,2370
,279.65,0,0,87,Drizzle,10/19/2012 6:00,1,5162
,279.65,0,0,87,Mist,10/19/2012 6:00,0,5162
,279.65,0,0,87,Rain,10/19/2012 6:00,0,5162
,279.45,0,0,91,Mist,10/19/2012 7:00,1,5777
,279.45,0,0,91,Rain,10/19/2012 7:00,0,5777
,279.22,0,0,91,Drizzle,10/19/2012 8:00,1,5235
,279.22,0,0,91,Mist,10/19/2012 8:00,0,5235
,279.22,0,0,91,Rain,10/19/2012 8:00,0,5235
,279.35,0,0,91,Rain,10/19/2012 9:00,1,4606
,279.35,0,0,91,Mist,10/19/2012 9:00,0,4606
,279.92,0,0,91,Mist,10/19/2012 10:00,1,4328
,280.44,0,0,90,Clouds,10/19/2012 11:00,1,4282
,281,0,0,90,Clouds,10/19/2012 12:00,1,4489
,281.51,0,0,90,Clouds,10/19/2012 13:00,1,4908
,281.93,0,0,92,Mist,10/19/2012 14:00,1,5620
,281.94,0,0,92,Mist,10/19/2012 15:00,1,5849
,281.94,0,0,92,Drizzle,10/19/2012 15:00,0,5849
,282.27,0,0,92,Rain,10/19/2012 16:00,1,4945
,282.41,0,0,92,Rain,10/19/2012 17:00,1,4619
,282.21,0,0,90,Clouds,10/19/2012 18:00,1,4479
,281.69,0,0,75,Clouds,10/19/2012 19:00,1,3804
,281.26,0,0,90,Clouds,10/19/2012 20:00,1,2908
,280.66,0,0,92,Mist,10/19/2012 21:00,1,2942
,280.43,0,0,92,Drizzle,10/19/2012 22:00,1,3077
,280.43,0,0,92,Drizzle,10/19/2012 22:00,0,3077
,280.1,0,0,92,Mist,10/19/2012 23:00,1,2051
,280.1,0,0,92,Rain,10/19/2012 23:00,0,2051
,280.1,0,0,92,Drizzle,10/19/2012 23:00,0,2051
,280.06,0,0,92,Rain,10/20/2012 0:00,1,1270
